latitude,longitude,acq_date,acq_time,satellite,instrument,year,month,week,duration,Mandal_Nam,Dist_Name,confidence
15.88322,77.8022,2023-02-24,8:24,1,VIIRS,2023,2,8,7d,Rajoli,Jogulamba Gadwal,50
15.88562,78.13135,2023-02-24,8:22,1,VIIRS,2023,2,8,7d,Alampur,Jogulamba Gadwal,50
15.93327,77.98738,2023-02-22,7:20,1,VIIRS,2023,2,8,7d,Manopad,Jogulamba Gadwal,50
15.95922,78.00124,2023-02-27,7:26,1,VIIRS,2023,2,9,24h,Undavelly,Jogulamba Gadwal,50
15.95922,78.00124,2023-02-27,7:26,1,VIIRS,2023,2,9,48h,Undavelly,Jogulamba Gadwal,50
15.95922,78.00124,2023-02-27,7:26,1,VIIRS,2023,2,9,7d,Undavelly,Jogulamba Gadwal,50
15.99624,78.00607,2023-02-26,8:37,N,VIIRS,2023,2,8,24h,Undavelly,Jogulamba Gadwal,50
15.99624,78.00607,2023-02-26,8:37,N,VIIRS,2023,2,8,48h,Undavelly,Jogulamba Gadwal,50
15.99624,78.00607,2023-02-26,8:37,N,VIIRS,2023,2,8,7d,Undavelly,Jogulamba Gadwal,50
16.02541,77.67336,2023-02-22,5:12,T,MODIS,2023,2,8,7d,Aiza,Jogulamba Gadwal,53
16.08253,78.80362,2023-02-26,7:45,1,VIIRS,2023,2,8,24h,Amrabad,Nagarkurnool,50
16.08253,78.80362,2023-02-26,7:45,1,VIIRS,2023,2,8,48h,Amrabad,Nagarkurnool,50
16.08253,78.80362,2023-02-26,7:45,1,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,50
16.08617,78.80294,2023-02-26,7:45,1,VIIRS,2023,2,8,24h,Amrabad,Nagarkurnool,50
16.08617,78.80294,2023-02-26,7:45,1,VIIRS,2023,2,8,48h,Amrabad,Nagarkurnool,50
16.08617,78.80294,2023-02-26,7:45,1,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,50
16.08809,78.4624,2023-02-23,7:54,N,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,50
16.08874,78.46647,2023-02-23,7:54,N,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,50
16.0893,78.46304,2023-02-23,7:54,N,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,50
16.08986,78.45929,2023-02-24,8:24,1,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,50
16.08998,78.46709,2023-02-23,7:54,N,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,50
16.09013,78.45164,2023-02-24,20:06,N,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,50
16.09241,78.45927,2023-02-24,8:24,1,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,50
16.09295,78.45744,2023-02-24,7:35,N,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,50
16.09398,78.45863,2023-02-24,8:24,1,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,50
16.09453,78.46278,2023-02-24,8:24,1,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,50
16.09654,78.45862,2023-02-24,8:24,1,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,50
16.10091,78.45804,2023-02-24,20:06,N,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,50
16.10147,78.80196,2023-02-20,7:48,A,MODIS,2023,2,8,7d,Amrabad,Nagarkurnool,58
16.10153,78.8016,2023-02-20,7:58,1,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,50
16.10208,78.80516,2023-02-20,7:58,1,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,50
16.10235,78.80253,2023-02-20,7:09,N,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,50
16.1035,78.80769,2023-02-20,7:09,N,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,50
16.10459,78.81261,2023-02-20,7:09,N,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,100
16.10593,78.80817,2023-02-20,7:58,1,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,50
16.10702,78.81528,2023-02-20,7:58,1,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,50
16.10918,78.781,2023-02-21,7:39,1,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,50
16.10943,78.82131,2023-02-21,20:10,1,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,50
16.10981,78.78458,2023-02-21,7:39,1,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,50
16.11009,78.56325,2023-02-26,8:37,N,VIIRS,2023,2,8,24h,Kollapur,Nagarkurnool,50
16.11009,78.56325,2023-02-26,8:37,N,VIIRS,2023,2,8,48h,Kollapur,Nagarkurnool,50
16.11009,78.56325,2023-02-26,8:37,N,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,50
16.11044,78.56642,2023-02-26,8:37,N,VIIRS,2023,2,8,24h,Kollapur,Nagarkurnool,100
16.11044,78.56642,2023-02-26,8:37,N,VIIRS,2023,2,8,48h,Kollapur,Nagarkurnool,100
16.11044,78.56642,2023-02-26,8:37,N,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,100
16.1108,78.56961,2023-02-26,8:37,N,VIIRS,2023,2,8,24h,Kollapur,Nagarkurnool,50
16.1108,78.56961,2023-02-26,8:37,N,VIIRS,2023,2,8,48h,Kollapur,Nagarkurnool,50
16.1108,78.56961,2023-02-26,8:37,N,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,50
16.11103,78.57252,2023-02-26,7:45,1,VIIRS,2023,2,8,24h,Kollapur,Nagarkurnool,50
16.11103,78.57252,2023-02-26,7:45,1,VIIRS,2023,2,8,48h,Kollapur,Nagarkurnool,50
16.11103,78.57252,2023-02-26,7:45,1,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,50
16.11104,78.58095,2023-02-27,7:26,1,VIIRS,2023,2,9,24h,Kollapur,Nagarkurnool,100
16.11104,78.58095,2023-02-27,7:26,1,VIIRS,2023,2,9,48h,Kollapur,Nagarkurnool,100
16.11104,78.58095,2023-02-27,7:26,1,VIIRS,2023,2,9,7d,Kollapur,Nagarkurnool,100
16.11121,78.7989,2023-02-20,8:49,N,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,50
16.11134,78.8167,2023-02-21,7:39,1,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,50
16.11244,78.77357,2023-02-26,8:37,N,VIIRS,2023,2,8,24h,Amrabad,Nagarkurnool,50
16.11244,78.77357,2023-02-26,8:37,N,VIIRS,2023,2,8,48h,Amrabad,Nagarkurnool,50
16.11244,78.77357,2023-02-26,8:37,N,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,50
16.11396,78.56736,2023-02-26,7:45,1,VIIRS,2023,2,8,24h,Kollapur,Nagarkurnool,50
16.11396,78.56736,2023-02-26,7:45,1,VIIRS,2023,2,8,48h,Kollapur,Nagarkurnool,50
16.11396,78.56736,2023-02-26,7:45,1,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,50
16.11445,78.77081,2023-02-21,8:28,A,MODIS,2023,2,8,7d,Amrabad,Nagarkurnool,64
16.11479,78.81292,2023-02-21,7:39,1,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,100
16.11508,78.7911,2023-02-21,7:39,1,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,50
16.11559,78.56568,2023-02-26,8:37,N,VIIRS,2023,2,8,24h,Kollapur,Nagarkurnool,100
16.11559,78.56568,2023-02-26,8:37,N,VIIRS,2023,2,8,48h,Kollapur,Nagarkurnool,100
16.11559,78.56568,2023-02-26,8:37,N,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,100
16.11585,78.78104,2023-02-21,8:28,A,MODIS,2023,2,8,7d,Amrabad,Nagarkurnool,74
16.11626,78.58099,2023-02-26,7:45,1,VIIRS,2023,2,8,24h,Kollapur,Nagarkurnool,50
16.11626,78.58099,2023-02-26,7:45,1,VIIRS,2023,2,8,48h,Kollapur,Nagarkurnool,50
16.11626,78.58099,2023-02-26,7:45,1,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,50
16.11837,78.77847,2023-02-21,8:32,N,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,50
16.11846,78.7869,2023-02-21,7:39,1,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,50
16.12121,78.46645,2023-02-20,7:58,1,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,50
16.1221,78.57064,2023-02-26,7:45,1,VIIRS,2023,2,8,24h,Kollapur,Nagarkurnool,50
16.1221,78.57064,2023-02-26,7:45,1,VIIRS,2023,2,8,48h,Kollapur,Nagarkurnool,50
16.1221,78.57064,2023-02-26,7:45,1,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,50
16.12257,78.58618,2023-02-27,8:17,N,VIIRS,2023,2,9,24h,Kollapur,Nagarkurnool,50
16.12257,78.58618,2023-02-27,8:17,N,VIIRS,2023,2,9,48h,Kollapur,Nagarkurnool,50
16.12257,78.58618,2023-02-27,8:17,N,VIIRS,2023,2,9,7d,Kollapur,Nagarkurnool,50
16.12331,78.59101,2023-02-27,7:26,1,VIIRS,2023,2,9,24h,Kollapur,Nagarkurnool,50
16.12331,78.59101,2023-02-27,7:26,1,VIIRS,2023,2,9,48h,Kollapur,Nagarkurnool,50
16.12331,78.59101,2023-02-27,7:26,1,VIIRS,2023,2,9,7d,Kollapur,Nagarkurnool,50
16.12383,78.5937,2023-02-27,7:26,1,VIIRS,2023,2,9,24h,Kollapur,Nagarkurnool,50
16.12383,78.5937,2023-02-27,7:26,1,VIIRS,2023,2,9,48h,Kollapur,Nagarkurnool,50
16.12383,78.5937,2023-02-27,7:26,1,VIIRS,2023,2,9,7d,Kollapur,Nagarkurnool,50
16.12702,78.59066,2023-02-27,8:17,N,VIIRS,2023,2,9,24h,Kollapur,Nagarkurnool,50
16.12702,78.59066,2023-02-27,8:17,N,VIIRS,2023,2,9,48h,Kollapur,Nagarkurnool,50
16.12702,78.59066,2023-02-27,8:17,N,VIIRS,2023,2,9,7d,Kollapur,Nagarkurnool,50
16.12742,78.80938,2023-02-23,8:41,1,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,50
16.12768,78.81153,2023-02-23,8:41,1,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,50
16.12835,78.80508,2023-02-23,8:13,A,MODIS,2023,2,8,7d,Amrabad,Nagarkurnool,60
16.12836,78.57893,2023-02-24,8:24,1,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,50
16.1289,78.59068,2023-02-26,8:37,N,VIIRS,2023,2,8,24h,Kollapur,Nagarkurnool,50
16.1289,78.59068,2023-02-26,8:37,N,VIIRS,2023,2,8,48h,Kollapur,Nagarkurnool,50
16.1289,78.59068,2023-02-26,8:37,N,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,50
16.12956,78.59057,2023-02-26,20:18,1,VIIRS,2023,2,8,24h,Kollapur,Nagarkurnool,50
16.12956,78.59057,2023-02-26,20:18,1,VIIRS,2023,2,8,48h,Kollapur,Nagarkurnool,50
16.12956,78.59057,2023-02-26,20:18,1,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,50
16.13266,78.80321,2023-02-23,8:41,1,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,50
16.13288,78.59106,2023-02-26,20:18,1,VIIRS,2023,2,8,24h,Kollapur,Nagarkurnool,50
16.13288,78.59106,2023-02-26,20:18,1,VIIRS,2023,2,8,48h,Kollapur,Nagarkurnool,50
16.13288,78.59106,2023-02-26,20:18,1,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,50
16.1329,78.80538,2023-02-23,8:41,1,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,50
16.13418,78.59095,2023-02-26,8:37,N,VIIRS,2023,2,8,24h,Kollapur,Nagarkurnool,50
16.13418,78.59095,2023-02-26,8:37,N,VIIRS,2023,2,8,48h,Kollapur,Nagarkurnool,50
16.13418,78.59095,2023-02-26,8:37,N,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,50
16.14449,78.64841,2023-02-26,20:18,1,VIIRS,2023,2,8,24h,Amrabad,Nagarkurnool,50
16.14449,78.64841,2023-02-26,20:18,1,VIIRS,2023,2,8,48h,Amrabad,Nagarkurnool,50
16.14449,78.64841,2023-02-26,20:18,1,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,50
16.14503,78.64484,2023-02-26,20:18,1,VIIRS,2023,2,8,24h,Amrabad,Nagarkurnool,50
16.14503,78.64484,2023-02-26,20:18,1,VIIRS,2023,2,8,48h,Amrabad,Nagarkurnool,50
16.14503,78.64484,2023-02-26,20:18,1,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,50
16.14593,78.648,2023-02-26,8:37,N,VIIRS,2023,2,8,24h,Amrabad,Nagarkurnool,50
16.14593,78.648,2023-02-26,8:37,N,VIIRS,2023,2,8,48h,Amrabad,Nagarkurnool,50
16.14593,78.648,2023-02-26,8:37,N,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,50
16.14639,78.65195,2023-02-26,8:37,N,VIIRS,2023,2,8,24h,Amrabad,Nagarkurnool,50
16.14639,78.65195,2023-02-26,8:37,N,VIIRS,2023,2,8,48h,Amrabad,Nagarkurnool,50
16.14639,78.65195,2023-02-26,8:37,N,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,50
16.14671,78.64937,2023-02-26,7:45,1,VIIRS,2023,2,8,24h,Amrabad,Nagarkurnool,50
16.14671,78.64937,2023-02-26,7:45,1,VIIRS,2023,2,8,48h,Amrabad,Nagarkurnool,50
16.14671,78.64937,2023-02-26,7:45,1,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,50
16.14725,78.65253,2023-02-26,20:18,1,VIIRS,2023,2,8,24h,Amrabad,Nagarkurnool,50
16.14725,78.65253,2023-02-26,20:18,1,VIIRS,2023,2,8,48h,Amrabad,Nagarkurnool,50
16.14725,78.65253,2023-02-26,20:18,1,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,50
16.14779,78.64899,2023-02-26,20:18,1,VIIRS,2023,2,8,24h,Amrabad,Nagarkurnool,50
16.14779,78.64899,2023-02-26,20:18,1,VIIRS,2023,2,8,48h,Amrabad,Nagarkurnool,50
16.14779,78.64899,2023-02-26,20:18,1,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,50
16.14968,77.76161,2023-02-20,7:58,1,VIIRS,2023,2,8,7d,Maldakal,Jogulamba Gadwal,50
16.14992,78.65043,2023-02-26,7:45,1,VIIRS,2023,2,8,24h,Amrabad,Nagarkurnool,50
16.14992,78.65043,2023-02-26,7:45,1,VIIRS,2023,2,8,48h,Amrabad,Nagarkurnool,50
16.14992,78.65043,2023-02-26,7:45,1,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,50
16.15027,77.76531,2023-02-20,7:58,1,VIIRS,2023,2,8,7d,Maldakal,Jogulamba Gadwal,50
16.15042,78.64896,2023-02-26,7:45,1,VIIRS,2023,2,8,24h,Amrabad,Nagarkurnool,50
16.15042,78.64896,2023-02-26,7:45,1,VIIRS,2023,2,8,48h,Amrabad,Nagarkurnool,50
16.15042,78.64896,2023-02-26,7:45,1,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,50
16.15068,78.64345,2023-02-26,8:37,N,VIIRS,2023,2,8,24h,Amrabad,Nagarkurnool,50
16.15068,78.64345,2023-02-26,8:37,N,VIIRS,2023,2,8,48h,Amrabad,Nagarkurnool,50
16.15068,78.64345,2023-02-26,8:37,N,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,50
16.15103,78.64651,2023-02-26,8:37,N,VIIRS,2023,2,8,24h,Amrabad,Nagarkurnool,100
16.15103,78.64651,2023-02-26,8:37,N,VIIRS,2023,2,8,48h,Amrabad,Nagarkurnool,100
16.15103,78.64651,2023-02-26,8:37,N,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,100
16.15215,78.80458,2023-02-21,7:39,1,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,50
16.15218,78.56516,2023-02-26,8:37,N,VIIRS,2023,2,8,24h,Kollapur,Nagarkurnool,50
16.15218,78.56516,2023-02-26,8:37,N,VIIRS,2023,2,8,48h,Kollapur,Nagarkurnool,50
16.15218,78.56516,2023-02-26,8:37,N,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,50
16.15262,78.80195,2023-02-21,8:28,A,MODIS,2023,2,8,7d,Amrabad,Nagarkurnool,61
16.15362,77.76474,2023-02-20,7:58,1,VIIRS,2023,2,8,7d,Maldakal,Jogulamba Gadwal,50
16.15414,78.65952,2023-02-27,5:22,T,MODIS,2023,2,9,24h,Amrabad,Nagarkurnool,54
16.15414,78.65952,2023-02-27,5:22,T,MODIS,2023,2,9,48h,Amrabad,Nagarkurnool,54
16.15414,78.65952,2023-02-27,5:22,T,MODIS,2023,2,9,7d,Amrabad,Nagarkurnool,54
16.15495,78.79723,2023-02-21,7:39,1,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,50
16.15504,78.57066,2023-02-26,7:45,1,VIIRS,2023,2,8,24h,Kollapur,Nagarkurnool,50
16.15504,78.57066,2023-02-26,7:45,1,VIIRS,2023,2,8,48h,Kollapur,Nagarkurnool,50
16.15504,78.57066,2023-02-26,7:45,1,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,50
16.15619,78.56053,2023-02-20,7:58,1,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,50
16.15883,78.79588,2023-02-21,8:32,N,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,50
16.15944,78.57417,2023-02-26,7:45,1,VIIRS,2023,2,8,24h,Kollapur,Nagarkurnool,50
16.15944,78.57417,2023-02-26,7:45,1,VIIRS,2023,2,8,48h,Kollapur,Nagarkurnool,50
16.15944,78.57417,2023-02-26,7:45,1,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,50
16.1601,78.58775,2023-02-27,19:57,1,VIIRS,2023,2,9,24h,Amrabad,Nagarkurnool,50
16.1601,78.58775,2023-02-27,19:57,1,VIIRS,2023,2,9,48h,Amrabad,Nagarkurnool,50
16.1601,78.58775,2023-02-27,19:57,1,VIIRS,2023,2,9,7d,Amrabad,Nagarkurnool,50
16.16169,78.55663,2023-02-22,8:11,N,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,50
16.16217,78.57729,2023-02-26,20:18,1,VIIRS,2023,2,8,24h,Amrabad,Nagarkurnool,50
16.16217,78.57729,2023-02-26,20:18,1,VIIRS,2023,2,8,48h,Amrabad,Nagarkurnool,50
16.16217,78.57729,2023-02-26,20:18,1,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,50
16.16234,78.56896,2023-02-26,7:45,1,VIIRS,2023,2,8,24h,Kollapur,Nagarkurnool,50
16.16234,78.56896,2023-02-26,7:45,1,VIIRS,2023,2,8,48h,Kollapur,Nagarkurnool,50
16.16234,78.56896,2023-02-26,7:45,1,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,50
16.1631,78.57338,2023-02-26,7:45,1,VIIRS,2023,2,8,24h,Kollapur,Nagarkurnool,50
16.1631,78.57338,2023-02-26,7:45,1,VIIRS,2023,2,8,48h,Kollapur,Nagarkurnool,50
16.1631,78.57338,2023-02-26,7:45,1,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,50
16.16339,78.57143,2023-02-26,8:37,N,VIIRS,2023,2,8,24h,Kollapur,Nagarkurnool,50
16.16339,78.57143,2023-02-26,8:37,N,VIIRS,2023,2,8,48h,Kollapur,Nagarkurnool,50
16.16339,78.57143,2023-02-26,8:37,N,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,50
16.16379,78.57485,2023-02-26,8:37,N,VIIRS,2023,2,8,24h,Amrabad,Nagarkurnool,100
16.16379,78.57485,2023-02-26,8:37,N,VIIRS,2023,2,8,48h,Amrabad,Nagarkurnool,100
16.16379,78.57485,2023-02-26,8:37,N,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,100
16.16472,78.56535,2023-02-22,19:53,1,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,50
16.16487,78.5514,2023-02-23,8:41,1,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,100
16.16668,78.54383,2023-02-23,7:54,N,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,50
16.16832,78.84428,2023-02-27,19:57,1,VIIRS,2023,2,9,24h,Amrabad,Nagarkurnool,50
16.16832,78.84428,2023-02-27,19:57,1,VIIRS,2023,2,9,48h,Amrabad,Nagarkurnool,50
16.16832,78.84428,2023-02-27,19:57,1,VIIRS,2023,2,9,7d,Amrabad,Nagarkurnool,50
16.16943,78.67686,2023-02-27,8:17,N,VIIRS,2023,2,9,24h,Amrabad,Nagarkurnool,50
16.16943,78.67686,2023-02-27,8:17,N,VIIRS,2023,2,9,48h,Amrabad,Nagarkurnool,50
16.16943,78.67686,2023-02-27,8:17,N,VIIRS,2023,2,9,7d,Amrabad,Nagarkurnool,50
16.17007,78.68172,2023-02-27,8:17,N,VIIRS,2023,2,9,24h,Amrabad,Nagarkurnool,50
16.17007,78.68172,2023-02-27,8:17,N,VIIRS,2023,2,9,48h,Amrabad,Nagarkurnool,50
16.17007,78.68172,2023-02-27,8:17,N,VIIRS,2023,2,9,7d,Amrabad,Nagarkurnool,50
16.1706,78.55085,2023-02-23,8:41,1,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,50
16.17089,78.56953,2023-02-27,19:57,1,VIIRS,2023,2,9,24h,Amrabad,Nagarkurnool,50
16.17089,78.56953,2023-02-27,19:57,1,VIIRS,2023,2,9,48h,Amrabad,Nagarkurnool,50
16.17089,78.56953,2023-02-27,19:57,1,VIIRS,2023,2,9,7d,Amrabad,Nagarkurnool,50
16.17141,78.55105,2023-02-23,7:54,N,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,50
16.17145,78.55782,2023-02-22,20:44,N,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,50
16.17146,78.68076,2023-02-27,7:26,1,VIIRS,2023,2,9,24h,Amrabad,Nagarkurnool,50
16.17146,78.68076,2023-02-27,7:26,1,VIIRS,2023,2,9,48h,Amrabad,Nagarkurnool,50
16.17146,78.68076,2023-02-27,7:26,1,VIIRS,2023,2,9,7d,Amrabad,Nagarkurnool,50
16.17151,78.55934,2023-02-23,8:41,1,VIIRS,2023,2,8,7d,Kollapur,Nagarkurnool,50
16.17161,78.54906,2023-02-23,16:43,T,MODIS,2023,2,8,7d,Kollapur,Nagarkurnool,60
16.17187,78.84878,2023-02-27,19:57,1,VIIRS,2023,2,9,24h,Amrabad,Nagarkurnool,50
16.17187,78.84878,2023-02-27,19:57,1,VIIRS,2023,2,9,48h,Amrabad,Nagarkurnool,50
16.17187,78.84878,2023-02-27,19:57,1,VIIRS,2023,2,9,7d,Amrabad,Nagarkurnool,50
16.17205,78.55495,2023-02-23,7:54,N,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,50
16.17232,78.67879,2023-02-27,7:26,1,VIIRS,2023,2,9,24h,Amrabad,Nagarkurnool,50
16.17232,78.67879,2023-02-27,7:26,1,VIIRS,2023,2,9,48h,Amrabad,Nagarkurnool,50
16.17232,78.67879,2023-02-27,7:26,1,VIIRS,2023,2,9,7d,Amrabad,Nagarkurnool,50
16.17234,78.55327,2023-02-23,8:15,A,MODIS,2023,2,8,7d,Amrabad,Nagarkurnool,78
16.17235,78.84518,2023-02-27,19:57,1,VIIRS,2023,2,9,24h,Amrabad,Nagarkurnool,50
16.17235,78.84518,2023-02-27,19:57,1,VIIRS,2023,2,9,48h,Amrabad,Nagarkurnool,50
16.17235,78.84518,2023-02-27,19:57,1,VIIRS,2023,2,9,7d,Amrabad,Nagarkurnool,50
16.17268,78.55885,2023-02-23,7:54,N,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,50
16.17276,78.84917,2023-02-27,20:50,N,VIIRS,2023,2,9,24h,Amrabad,Nagarkurnool,50
16.17276,78.84917,2023-02-27,20:50,N,VIIRS,2023,2,9,48h,Amrabad,Nagarkurnool,50
16.17276,78.84917,2023-02-27,20:50,N,VIIRS,2023,2,9,7d,Amrabad,Nagarkurnool,50
16.17292,78.55824,2023-02-23,16:43,T,MODIS,2023,2,8,7d,Amrabad,Nagarkurnool,65
16.17323,78.67631,2023-02-27,8:17,N,VIIRS,2023,2,9,24h,Amrabad,Nagarkurnool,50
16.17323,78.67631,2023-02-27,8:17,N,VIIRS,2023,2,9,48h,Amrabad,Nagarkurnool,50
16.17323,78.67631,2023-02-27,8:17,N,VIIRS,2023,2,9,7d,Amrabad,Nagarkurnool,50
16.1734,78.68423,2023-02-27,7:26,1,VIIRS,2023,2,9,24h,Amrabad,Nagarkurnool,50
16.1734,78.68423,2023-02-27,7:26,1,VIIRS,2023,2,9,48h,Amrabad,Nagarkurnool,50
16.1734,78.68423,2023-02-27,7:26,1,VIIRS,2023,2,9,7d,Amrabad,Nagarkurnool,50
16.17365,78.86919,2023-02-27,20:50,N,VIIRS,2023,2,9,24h,Amrabad,Nagarkurnool,50
16.17365,78.86919,2023-02-27,20:50,N,VIIRS,2023,2,9,48h,Amrabad,Nagarkurnool,50
16.17365,78.86919,2023-02-27,20:50,N,VIIRS,2023,2,9,7d,Amrabad,Nagarkurnool,50
16.17376,78.84404,2023-02-27,20:50,N,VIIRS,2023,2,9,24h,Amrabad,Nagarkurnool,50
16.17376,78.84404,2023-02-27,20:50,N,VIIRS,2023,2,9,48h,Amrabad,Nagarkurnool,50
16.17376,78.84404,2023-02-27,20:50,N,VIIRS,2023,2,9,7d,Amrabad,Nagarkurnool,50
16.17393,78.86444,2023-02-27,19:57,1,VIIRS,2023,2,9,24h,Amrabad,Nagarkurnool,50
16.17393,78.86444,2023-02-27,19:57,1,VIIRS,2023,2,9,48h,Amrabad,Nagarkurnool,50
16.17393,78.86444,2023-02-27,19:57,1,VIIRS,2023,2,9,7d,Amrabad,Nagarkurnool,50
16.17436,78.56984,2023-02-27,8:17,N,VIIRS,2023,2,9,24h,Amrabad,Nagarkurnool,50
16.17436,78.56984,2023-02-27,8:17,N,VIIRS,2023,2,9,48h,Amrabad,Nagarkurnool,50
16.17436,78.56984,2023-02-27,8:17,N,VIIRS,2023,2,9,7d,Amrabad,Nagarkurnool,50
16.17453,78.86462,2023-02-27,20:50,N,VIIRS,2023,2,9,24h,Amrabad,Nagarkurnool,50
16.17453,78.86462,2023-02-27,20:50,N,VIIRS,2023,2,9,48h,Amrabad,Nagarkurnool,50
16.17453,78.86462,2023-02-27,20:50,N,VIIRS,2023,2,9,7d,Amrabad,Nagarkurnool,50
16.17591,78.84959,2023-02-27,19:57,1,VIIRS,2023,2,9,24h,Amrabad,Nagarkurnool,50
16.17591,78.84959,2023-02-27,19:57,1,VIIRS,2023,2,9,48h,Amrabad,Nagarkurnool,50
16.17591,78.84959,2023-02-27,19:57,1,VIIRS,2023,2,9,7d,Amrabad,Nagarkurnool,50
16.17638,78.67974,2023-02-27,7:26,1,VIIRS,2023,2,9,24h,Amrabad,Nagarkurnool,50
16.17638,78.67974,2023-02-27,7:26,1,VIIRS,2023,2,9,48h,Amrabad,Nagarkurnool,50
16.17638,78.67974,2023-02-27,7:26,1,VIIRS,2023,2,9,7d,Amrabad,Nagarkurnool,50
16.1766,78.87598,2023-02-22,20:44,N,VIIRS,2023,2,8,7d,Amrabad,Nagarkurnool,50
16.17669,78.82886,2023-02-27,20:50,N,VIIRS,2023,2,9,24h,Amrabad,Nagarkurnool,50
