latitude,longitude,acq_date,acq_time,satellite,instrument,year,month,week,duration,Mandal_Nam,Dist_Name,confidence
18.42587,80.54467,2023-02-27,19:57,1,VIIRS,2023,2,9,48h,Wazeed,Mulugu,50
18.42587,80.54467,2023-02-27,19:57,1,VIIRS,2023,2,9,7d,Wazeed,Mulugu,50
18.42588,80.61458,2023-02-24,8:24,1,VIIRS,2023,2,8,7d,Wazeed,Mulugu,50
18.42603,80.59863,2023-02-25,20:36,1,VIIRS,2023,2,8,48h,Wazeed,Mulugu,50
18.42603,80.59863,2023-02-25,20:36,1,VIIRS,2023,2,8,7d,Wazeed,Mulugu,50
18.42603,80.6589,2023-02-22,7:20,1,VIIRS,2023,2,8,7d,Venkatapuram,Mulugu,50
18.42655,80.69488,2023-02-21,7:39,1,VIIRS,2023,2,8,7d,Venkatapuram,Mulugu,50
18.42657,77.95676,2023-02-27,5:20,T,MODIS,2023,2,9,24h,Banswada,Kamareddy,65
18.42657,77.95676,2023-02-27,5:20,T,MODIS,2023,2,9,48h,Banswada,Kamareddy,65
18.42657,77.95676,2023-02-27,5:20,T,MODIS,2023,2,9,7d,Banswada,Kamareddy,65
18.42686,80.54563,2023-02-27,20:50,N,VIIRS,2023,2,9,24h,Wazeed,Mulugu,50
