latitude,longitude,acq_date,acq_time,satellite,instrument,year,month,week,Mandal_Nam,Dist_Name,confidence
17.00719,80.09818,2023-02-11,817,N,VIIRS,2023,2,6,Mudigonda,Khammam,50
17.01349,77.50426,2023-02-11,726,1,VIIRS,2023,2,6,Doulthabad,Vikarabad,50
17.0715,78.07951,2023-02-12,847,1,VIIRS,2023,2,6,Kondurg,Rangareddy,50
17.07244,78.08131,2023-02-12,847,1,VIIRS,2023,2,6,Kondurg,Rangareddy,50
17.07911,78.57991,2023-02-12,800,N,VIIRS,2023,2,6,Kandukur,Rangareddy,50
17.08105,78.09589,2023-02-11,2050,N,VIIRS,2023,2,6,Farooqnagar,Rangareddy,50
17.11164,78.90279,2023-02-12,800,N,VIIRS,2023,2,6,Narayanapoor,Yadadri Bhuvanagiri,50
17.1158,80.04343,2023-02-11,817,N,VIIRS,2023,2,6,Nelakondapally,Khammam,50
17.13604,79.96734,2023-02-11,817,N,VIIRS,2023,2,6,Kusumanchi,Khammam,50
17.13673,79.96758,2023-02-11,817,N,VIIRS,2023,2,6,Kusumanchi,Khammam,50
17.14429,78.17455,2023-02-12,800,N,VIIRS,2023,2,6,Nandigama,Rangareddy,50
17.14664,78.22414,2023-02-11,2050,N,VIIRS,2023,2,6,Nandigama,Rangareddy,50
17.16017,78.29414,2023-02-11,1957,1,VIIRS,2023,2,6,Kothur,Rangareddy,50
17.16092,78.99326,2023-02-11,1957,1,VIIRS,2023,2,6,Munugode,Nalgonda,50
17.16149,77.93575,2023-02-12,800,N,VIIRS,2023,2,6,Pargi,Vikarabad,50
17.16181,78.29227,2023-02-11,1957,1,VIIRS,2023,2,6,Kothur,Rangareddy,50
17.18395,79.44627,2023-02-12,847,1,VIIRS,2023,2,6,Kethepally,Nalgonda,50
17.21256,78.41585,2023-02-12,800,N,VIIRS,2023,2,6,Shamshabad,Rangareddy,50
17.23686,78.61378,2023-02-12,847,1,VIIRS,2023,2,6,Ibrahimpatnam,Rangareddy,50
17.24547,78.08648,2023-02-12,800,N,VIIRS,2023,2,6,Shabad,Rangareddy,50
17.25956,77.70351,2023-02-12,847,1,VIIRS,2023,2,6,Yelal,Vikarabad,50
17.2747,77.79968,2023-02-11,726,1,VIIRS,2023,2,6,Dharoor,Vikarabad,50
17.27534,77.80289,2023-02-11,726,1,VIIRS,2023,2,6,Dharoor,Vikarabad,50
17.28182,78.80185,2023-02-11,817,N,VIIRS,2023,2,6,Choutuppal,Yadadri Bhuvanagiri,50
17.29353,77.84615,2023-02-11,820,N,VIIRS,2023,2,6,Vikarabad,Vikarabad,50
17.29783,77.91201,2023-02-12,847,1,VIIRS,2023,2,6,Vikarabad,Vikarabad,50
17.30707,80.16923,2023-02-12,707,1,VIIRS,2023,2,6,Khammam_Urban,Khammam,50
17.31232,78.21434,2023-02-11,1957,1,VIIRS,2023,2,6,Moinabad,Rangareddy,50
17.34264,78.06994,2023-02-12,839,A,MODIS,2023,2,6,Chevella,Rangareddy,77
17.34272,77.58567,2023-02-12,839,A,MODIS,2023,2,6,Peddemul,Vikarabad,70
17.34439,78.08421,2023-02-12,839,A,MODIS,2023,2,6,Chevella,Rangareddy,72
17.34847,77.59303,2023-02-12,847,1,VIIRS,2023,2,6,Peddemul,Vikarabad,50
17.34967,78.58165,2023-02-12,800,N,VIIRS,2023,2,6,Saroornagar,Rangareddy,50
17.35107,78.07719,2023-02-12,847,1,VIIRS,2023,2,6,Chevella,Rangareddy,50
17.35633,77.97017,2023-02-11,756,A,MODIS,2023,2,6,Vikarabad,Vikarabad,63
17.35672,77.50762,2023-02-11,726,1,VIIRS,2023,2,6,Tandur,Vikarabad,50
17.36067,78.54282,2023-02-12,800,N,VIIRS,2023,2,6,Saroornagar,Rangareddy,50
17.36141,77.92572,2023-02-11,726,1,VIIRS,2023,2,6,Vikarabad,Vikarabad,50
17.36519,77.53979,2023-02-12,800,N,VIIRS,2023,2,6,Tandur,Vikarabad,50
17.36795,77.53549,2023-02-12,800,N,VIIRS,2023,2,6,Tandur,Vikarabad,50
17.36855,77.53922,2023-02-12,800,N,VIIRS,2023,2,6,Tandur,Vikarabad,50
17.42518,78.12666,2023-02-12,800,N,VIIRS,2023,2,6,Shankarpalle,Rangareddy,50
17.42847,78.0493,2023-02-11,726,1,VIIRS,2023,2,6,Nawabpet,Vikarabad,50
17.42908,77.98766,2023-02-12,847,1,VIIRS,2023,2,6,Nawabpet,Vikarabad,50
17.43617,78.04585,2023-02-11,756,A,MODIS,2023,2,6,Nawabpet,Vikarabad,82
17.44291,78.05184,2023-02-11,820,N,VIIRS,2023,2,6,Nawabpet,Vikarabad,50
17.44436,77.62563,2023-02-12,800,N,VIIRS,2023,2,6,Peddemul,Vikarabad,50
17.44688,77.78436,2023-02-11,726,1,VIIRS,2023,2,6,Kotepally,Vikarabad,50
17.44754,77.78757,2023-02-11,726,1,VIIRS,2023,2,6,Kotepally,Vikarabad,50
17.44943,77.78433,2023-02-11,726,1,VIIRS,2023,2,6,Kotepally,Vikarabad,50
17.45007,77.78756,2023-02-11,726,1,VIIRS,2023,2,6,Kotepally,Vikarabad,50
17.45807,78.70876,2023-02-12,707,1,VIIRS,2023,2,6,Ghatkesar,Medchal_Malkajgiri,50
17.46421,80.65578,2023-02-11,1957,1,VIIRS,2023,2,6,Chunchupally,Bhadradri Kothagudem,50
17.46833,77.70674,2023-02-11,726,1,VIIRS,2023,2,6,Marpalle,Vikarabad,50
17.47166,80.20422,2023-02-11,1957,1,VIIRS,2023,2,6,Singareni,Khammam,50
17.47219,77.95932,2023-02-11,726,1,VIIRS,2023,2,6,Mominpet,Vikarabad,50
17.47281,77.96234,2023-02-11,726,1,VIIRS,2023,2,6,Mominpet,Vikarabad,50
17.4731,78.65675,2023-02-12,800,N,VIIRS,2023,2,6,Keesara,Medchal_Malkajgiri,50
17.47347,77.95977,2023-02-11,726,1,VIIRS,2023,2,6,Mominpet,Vikarabad,100
17.47407,77.96279,2023-02-11,726,1,VIIRS,2023,2,6,Mominpet,Vikarabad,50
17.47722,77.95822,2023-02-11,726,1,VIIRS,2023,2,6,Mominpet,Vikarabad,50
17.47925,77.93575,2023-02-11,726,1,VIIRS,2023,2,6,Mominpet,Vikarabad,50
17.4829,77.80715,2023-02-11,2050,N,VIIRS,2023,2,6,Mominpet,Vikarabad,50
17.48314,78.69442,2023-02-11,726,1,VIIRS,2023,2,6,Ghatkesar,Medchal_Malkajgiri,50
17.48464,79.16923,2023-02-12,707,1,VIIRS,2023,2,6,Athmakur (M),Yadadri Bhuvanagiri,50
17.48603,79.16485,2023-02-12,800,N,VIIRS,2023,2,6,Athmakur (M),Yadadri Bhuvanagiri,50
17.5007,80.84019,2023-02-11,726,1,VIIRS,2023,2,6,Mulakalapally,Bhadradri Kothagudem,50
17.51114,78.00677,2023-02-12,800,N,VIIRS,2023,2,6,Kondapur,Sangareddy,50
17.51447,78.0062,2023-02-12,800,N,VIIRS,2023,2,6,Kondapur,Sangareddy,50
17.51886,78.75346,2023-02-11,726,1,VIIRS,2023,2,6,Bommalaramaram,Yadadri Bhuvanagiri,50
17.52411,79.1563,2023-02-11,726,1,VIIRS,2023,2,6,Athmakur (M),Yadadri Bhuvanagiri,50
17.5258,78.06857,2023-02-11,726,1,VIIRS,2023,2,6,Kondapur,Sangareddy,50
17.52625,79.07276,2023-02-12,800,N,VIIRS,2023,2,6,Motakondur,Yadadri Bhuvanagiri,50
17.53084,77.83247,2023-02-11,726,1,VIIRS,2023,2,6,Marpalle,Vikarabad,50
17.53313,77.83285,2023-02-11,820,N,VIIRS,2023,2,6,Marpalle,Vikarabad,50
17.5355,78.08677,2023-02-11,820,N,VIIRS,2023,2,6,Kandi,Sangareddy,50
17.53659,78.81724,2023-02-11,726,1,VIIRS,2023,2,6,Bommalaramaram,Yadadri Bhuvanagiri,50
17.54438,77.76619,2023-02-12,847,1,VIIRS,2023,2,6,Marpalle,Vikarabad,50
17.55205,77.83363,2023-02-11,2050,N,VIIRS,2023,2,6,Marpalle,Vikarabad,50
17.55547,77.83857,2023-02-11,2050,N,VIIRS,2023,2,6,Marpalle,Vikarabad,50
17.5594,77.84043,2023-02-12,800,N,VIIRS,2023,2,6,Mominpet,Vikarabad,50
17.56791,78.43941,2023-02-12,847,1,VIIRS,2023,2,6,Dundigal Gandimaisamma,Medchal_Malkajgiri,50
17.57155,78.43986,2023-02-12,800,N,VIIRS,2023,2,6,Dundigal Gandimaisamma,Medchal_Malkajgiri,50
17.5735,79.03326,2023-02-11,756,A,MODIS,2023,2,6,Motakondur,Yadadri Bhuvanagiri,70
17.57666,79.03068,2023-02-11,820,N,VIIRS,2023,2,6,Motakondur,Yadadri Bhuvanagiri,50
17.57885,79.03716,2023-02-11,726,1,VIIRS,2023,2,6,Motakondur,Yadadri Bhuvanagiri,50
17.57914,80.83874,2023-02-12,455,T,MODIS,2023,2,6,Palvancha,Bhadradri Kothagudem,68
17.57987,79.03453,2023-02-11,726,1,VIIRS,2023,2,6,Motakondur,Yadadri Bhuvanagiri,100
17.58046,80.82932,2023-02-12,455,T,MODIS,2023,2,6,Palvancha,Bhadradri Kothagudem,55
17.58064,79.03012,2023-02-11,820,N,VIIRS,2023,2,6,Yadagirigutta,Yadadri Bhuvanagiri,50
17.5898,80.77946,2023-02-11,817,N,VIIRS,2023,2,6,Palvancha,Bhadradri Kothagudem,50
17.59159,77.72573,2023-02-11,728,1,VIIRS,2023,2,6,Kohir,Sangareddy,50
17.59164,77.7383,2023-02-12,847,1,VIIRS,2023,2,6,Kohir,Sangareddy,50
17.60011,77.52245,2023-02-11,728,1,VIIRS,2023,2,6,Mogudampally,Sangareddy,50
17.60788,79.18132,2023-02-11,820,N,VIIRS,2023,2,6,Lingalaghanpur,Jangoan,50
17.60845,80.33952,2023-02-12,800,N,VIIRS,2023,2,6,Yellandu,Bhadradri Kothagudem,50
17.60949,80.19759,2023-02-11,820,N,VIIRS,2023,2,6,Bayyaram,Mahabubabad,50
17.61715,80.39983,2023-02-12,800,N,VIIRS,2023,2,6,Yellandu,Bhadradri Kothagudem,50
17.61897,79.26929,2023-02-11,820,N,VIIRS,2023,2,6,Lingalaghanpur,Jangoan,50
17.63284,77.63444,2023-02-11,820,N,VIIRS,2023,2,6,Zahirabad,Sangareddy,50
17.633,77.75198,2023-02-12,800,N,VIIRS,2023,2,6,Kohir,Sangareddy,50
17.6358,78.17585,2023-02-12,800,N,VIIRS,2023,2,6,Hathnoora,Sangareddy,50
17.63902,77.85619,2023-02-11,728,1,VIIRS,2023,2,6,Sadasivpet,Sangareddy,50
17.64212,80.6894,2023-02-11,817,N,VIIRS,2023,2,6,Palvancha,Bhadradri Kothagudem,50
17.64578,79.43974,2023-02-11,726,1,VIIRS,2023,2,6,Palakurthy,Jangoan,50
17.65017,77.52125,2023-02-12,847,1,VIIRS,2023,2,6,Mogudampally,Sangareddy,50
17.65225,77.51873,2023-02-12,847,1,VIIRS,2023,2,6,Mogudampally,Sangareddy,50
17.65714,77.87266,2023-02-11,820,N,VIIRS,2023,2,6,Munipally,Sangareddy,50
17.66222,77.45672,2023-02-11,728,1,VIIRS,2023,2,6,Mogudampally,Sangareddy,50
17.6858,78.68746,2023-02-11,756,A,MODIS,2023,2,6,Muduchinthalaphally,Medchal_Malkajgiri,63
17.68877,78.69221,2023-02-11,820,N,VIIRS,2023,2,6,Mulug,Siddipet,50
17.69081,78.69342,2023-02-11,726,1,VIIRS,2023,2,6,Mulug,Siddipet,50
17.69267,78.69166,2023-02-11,820,N,VIIRS,2023,2,6,Mulug,Siddipet,50
17.69655,78.54134,2023-02-11,820,N,VIIRS,2023,2,6,Mulug,Siddipet,50
17.70089,80.37153,2023-02-11,820,N,VIIRS,2023,2,6,Yellandu,Bhadradri Kothagudem,50
17.7026,80.37527,2023-02-11,726,1,VIIRS,2023,2,6,Yellandu,Bhadradri Kothagudem,50
17.71284,78.15735,2023-02-12,847,1,VIIRS,2023,2,6,Hathnoora,Sangareddy,50
17.7318,80.36466,2023-02-11,726,1,VIIRS,2023,2,6,Yellandu,Bhadradri Kothagudem,50
17.75229,77.80704,2023-02-11,2050,N,VIIRS,2023,2,6,Munipally,Sangareddy,50
17.75318,77.80592,2023-02-11,2050,N,VIIRS,2023,2,6,Munipally,Sangareddy,50
17.75531,78.32317,2023-02-11,820,N,VIIRS,2023,2,6,Shivampet,Medak,50
17.76201,78.87803,2023-02-11,728,1,VIIRS,2023,2,6,Rajapeta,Yadadri Bhuvanagiri,50
17.76412,78.88003,2023-02-11,820,N,VIIRS,2023,2,6,Rajapeta,Yadadri Bhuvanagiri,50
17.76476,77.59988,2023-02-11,2050,N,VIIRS,2023,2,6,Nyalkal,Sangareddy,50
17.76498,80.99178,2023-02-12,800,N,VIIRS,2023,2,6,Dummugudem,Bhadradri Kothagudem,50
17.76887,80.27112,2023-02-12,800,N,VIIRS,2023,2,6,Yellandu,Bhadradri Kothagudem,50
17.77539,80.26867,2023-02-11,1957,1,VIIRS,2023,2,6,Yellandu,Bhadradri Kothagudem,50
17.77651,80.26654,2023-02-11,1957,1,VIIRS,2023,2,6,Yellandu,Bhadradri Kothagudem,50
17.78325,80.41316,2023-02-11,726,1,VIIRS,2023,2,6,Gundala,Bhadradri Kothagudem,50
17.78675,80.40818,2023-02-11,726,1,VIIRS,2023,2,6,Gundala,Bhadradri Kothagudem,50
17.79884,80.29594,2023-02-12,839,A,MODIS,2023,2,6,Gundala,Bhadradri Kothagudem,58
17.82352,80.34426,2023-02-11,1957,1,VIIRS,2023,2,6,Gundala,Bhadradri Kothagudem,50
17.83331,79.99728,2023-02-12,847,1,VIIRS,2023,2,6,Gudur,Mahabubabad,50
17.83655,79.99709,2023-02-12,800,N,VIIRS,2023,2,6,Gudur,Mahabubabad,50
17.83764,79.01147,2023-02-12,707,1,VIIRS,2023,2,6,Bachannapet,Jangoan,50
17.83818,79.01252,2023-02-12,800,N,VIIRS,2023,2,6,Bachannapet,Jangoan,50
17.83882,79.01676,2023-02-12,707,1,VIIRS,2023,2,6,Bachannapet,Jangoan,100
17.84989,78.22047,2023-02-12,847,1,VIIRS,2023,2,6,Kowdipally,Medak,50
17.87041,77.73965,2023-02-11,728,1,VIIRS,2023,2,6,Raikode,Sangareddy,50
17.88219,77.68309,2023-02-12,707,1,VIIRS,2023,2,6,Nyalkal,Sangareddy,100
17.88363,77.68933,2023-02-12,707,1,VIIRS,2023,2,6,Nyalkal,Sangareddy,50
17.88467,78.03963,2023-02-12,800,N,VIIRS,2023,2,6,Andole,Sangareddy,50
17.89802,80.00388,2023-02-11,820,N,VIIRS,2023,2,6,Kothaguda,Mahabubabad,50
17.91673,79.99641,2023-02-12,847,1,VIIRS,2023,2,6,Khanapur,Warangal,50
17.91778,79.99624,2023-02-12,847,1,VIIRS,2023,2,6,Khanapur,Warangal,50
17.92706,80.47272,2023-02-11,820,N,VIIRS,2023,2,6,Allapalli,Bhadradri Kothagudem,50
17.94626,78.88562,2023-02-11,728,1,VIIRS,2023,2,6,Komuravelli,Siddipet,50
17.94855,78.44499,2023-02-11,728,1,VIIRS,2023,2,6,Chegunta,Medak,50
17.95347,79.43712,2023-02-11,820,N,VIIRS,2023,2,6,Dharmasagar,Hanumakonda,50
17.9552,80.80023,2023-02-11,2050,N,VIIRS,2023,2,6,Manuguru,Bhadradri Kothagudem,50
17.95804,80.80325,2023-02-11,1957,1,VIIRS,2023,2,6,Manuguru,Bhadradri Kothagudem,50
17.96391,77.68852,2023-02-11,728,1,VIIRS,2023,2,6,Manoor,Sangareddy,50
17.97118,79.98752,2023-02-11,728,1,VIIRS,2023,2,6,Khanapur,Warangal,50
17.98837,80.00043,2023-02-11,820,N,VIIRS,2023,2,6,Kothaguda,Mahabubabad,50
17.99522,79.67635,2023-02-12,800,N,VIIRS,2023,2,6,Geesugonda,Warangal,50
18.01048,80.06033,2023-02-12,800,N,VIIRS,2023,2,6,Kothaguda,Mahabubabad,50
18.01249,80.10029,2023-02-11,820,N,VIIRS,2023,2,6,Kothaguda,Mahabubabad,50
18.01806,77.58846,2023-02-11,1957,1,VIIRS,2023,2,6,Nagalgidda,Sangareddy,50
18.02108,78.46754,2023-02-11,820,N,VIIRS,2023,2,6,Narsingi,Medak,50
18.02513,80.06048,2023-02-11,820,N,VIIRS,2023,2,6,Kothaguda,Mahabubabad,50
18.02738,80.05912,2023-02-11,756,A,MODIS,2023,2,6,Kothaguda,Mahabubabad,81
18.03114,80.03828,2023-02-11,820,N,VIIRS,2023,2,6,Kothaguda,Mahabubabad,50
18.03136,80.04192,2023-02-11,728,1,VIIRS,2023,2,6,Kothaguda,Mahabubabad,50
18.03464,79.99622,2023-02-11,1957,1,VIIRS,2023,2,6,Nallabelli,Warangal,50
18.03594,79.9966,2023-02-11,2050,N,VIIRS,2023,2,6,Nallabelli,Warangal,50
18.03683,80.05231,2023-02-12,800,N,VIIRS,2023,2,6,Kothaguda,Mahabubabad,50
