latitude,longitude,acq_date,acq_time,satellite,instrument,year,month,week,duration,REGIONNAME,HRname,confidence
8.72406,34.55511,2023-03-24,10:30,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.72415,36.14734,2023-03-30,11:06,1,VIIRS,2023,3,13,24h,Oromia,Oromia,50
8.72415,36.14734,2023-03-30,11:06,1,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.72415,36.14734,2023-03-30,11:06,1,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.72429,34.54914,2023-03-27,11:08,A,MODIS,2023,3,13,7d,Oromia,Oromia,57
8.72435,34.54808,2023-03-27,11:13,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.72472,34.55893,2023-03-24,10:30,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.72476,36.40353,2023-03-25,23:35,1,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.72486,36.40745,2023-03-25,22:48,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.72498,36.88144,2023-03-27,11:13,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.72509,36.09049,2023-03-25,11:00,1,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.72512,34.54316,2023-03-27,11:08,A,MODIS,2023,3,13,7d,Oromia,Oromia,62
8.72612,34.20885,2023-03-27,8:09,T,MODIS,2023,3,13,7d,Oromia,Oromia,69
8.72615,36.98456,2023-03-24,10:30,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.72648,35.30879,2023-03-30,11:06,1,VIIRS,2023,3,13,24h,Oromia,Oromia,50
8.72648,35.30879,2023-03-30,11:06,1,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.72648,35.30879,2023-03-30,11:06,1,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.72781,36.84029,2023-03-30,10:17,N,VIIRS,2023,3,13,24h,Oromia,Oromia,50
8.72781,36.84029,2023-03-30,10:17,N,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.72781,36.84029,2023-03-30,10:17,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.72802,34.55465,2023-03-24,10:30,N,VIIRS,2023,3,12,7d,Oromia,Oromia,100
8.72849,35.49808,2023-03-26,10:43,1,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.72896,34.55354,2023-03-24,10:30,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.72896,37.12239,2023-03-24,11:19,1,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.72899,36.85684,2023-03-27,11:08,A,MODIS,2023,3,13,7d,Oromia,Oromia,71
8.72959,34.55718,2023-03-24,10:30,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.72962,36.85564,2023-03-27,11:13,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.72964,34.21246,2023-03-27,11:13,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.73008,36.88916,2023-03-25,11:00,1,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.73138,37.22919,2023-03-27,11:13,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.73177,34.54681,2023-03-24,10:30,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.73366,36.85493,2023-03-27,11:13,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.73499,35.14806,2023-03-27,10:21,1,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.735,35.25373,2023-03-24,23:05,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.73555,36.17094,2023-03-27,10:21,1,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.73601,35.25341,2023-03-25,11:21,A,MODIS,2023,3,12,7d,Oromia,Oromia,59
8.7363,36.45291,2023-03-26,11:34,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.73632,36.45023,2023-03-26,11:34,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.73668,36.45301,2023-03-26,11:34,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.73673,37.17576,2023-03-27,11:13,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.73766,37.18441,2023-03-25,10:13,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.73804,36.41801,2023-03-27,10:21,1,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.73822,37.17352,2023-03-27,11:08,A,MODIS,2023,3,13,7d,Oromia,Oromia,76
8.73836,35.25423,2023-03-24,23:05,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.73929,36.36466,2023-03-25,10:11,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.7403,35.14715,2023-03-27,10:21,1,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.74037,35.25505,2023-03-24,23:56,1,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.74079,35.25545,2023-03-24,23:56,1,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.74089,37.17533,2023-03-27,11:13,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.74112,36.89067,2023-03-27,10:21,1,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.74178,37.18042,2023-03-26,10:43,1,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.7418,35.48755,2023-03-27,11:13,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.74288,36.41698,2023-03-27,10:21,1,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.74319,34.53941,2023-03-30,11:06,1,VIIRS,2023,3,13,24h,Oromia,Oromia,50
8.74319,34.53941,2023-03-30,11:06,1,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.74319,34.53941,2023-03-30,11:06,1,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.7437,36.09752,2023-03-27,10:21,1,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.74391,36.42287,2023-03-27,10:21,1,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.74472,35.37931,2023-03-25,11:00,1,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.74487,36.41283,2023-03-27,11:08,A,MODIS,2023,3,13,7d,Oromia,Oromia,53
8.74521,34.87019,2023-03-23,10:49,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.74521,37.09695,2023-03-28,10:56,N,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.74521,37.09695,2023-03-28,10:56,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.74528,36.36314,2023-03-25,10:11,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.74554,35.48709,2023-03-27,11:13,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.74587,36.08072,2023-03-23,10:49,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.74645,36.80817,2023-03-28,11:45,1,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.74645,36.80817,2023-03-28,11:45,1,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.74684,36.41922,2023-03-27,11:13,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.74745,37.18892,2023-03-24,11:19,1,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.74752,36.42408,2023-03-27,11:13,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.74753,36.4529,2023-03-27,11:13,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.74764,35.18724,2023-03-25,11:51,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.74773,37.09635,2023-03-28,10:56,N,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.74773,37.09635,2023-03-28,10:56,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.74803,37.11321,2023-03-25,10:11,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.74826,37.11123,2023-03-25,10:13,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.74832,36.78207,2023-03-28,10:04,1,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.74832,36.78207,2023-03-28,10:04,1,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.74876,36.81067,2023-03-28,10:56,N,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.74876,36.81067,2023-03-28,10:56,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.7488,36.78121,2023-03-28,10:04,1,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.7488,36.78121,2023-03-28,10:04,1,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.74891,37.18661,2023-03-27,10:21,1,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.74986,35.2287,2023-03-30,11:06,1,VIIRS,2023,3,13,24h,Oromia,Oromia,50
8.74986,35.2287,2023-03-30,11:06,1,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.74986,35.2287,2023-03-30,11:06,1,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.75017,35.17459,2023-03-30,10:17,N,VIIRS,2023,3,13,24h,Oromia,Oromia,50
8.75017,35.17459,2023-03-30,10:17,N,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.75017,35.17459,2023-03-30,10:17,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.75119,36.69263,2023-03-28,10:56,N,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.75119,36.69263,2023-03-28,10:56,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.75206,37.1882,2023-03-24,11:19,1,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.75309,35.17482,2023-03-30,10:17,N,VIIRS,2023,3,13,24h,Oromia,Oromia,50
8.75309,35.17482,2023-03-30,10:17,N,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.75309,35.17482,2023-03-30,10:17,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.7533,36.141,2023-03-25,11:51,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.75339,35.49498,2023-03-25,10:11,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.75394,35.31531,2023-03-25,11:21,A,MODIS,2023,3,12,7d,Oromia,Oromia,100
8.75417,36.1481,2023-03-25,11:51,N,VIIRS,2023,3,12,7d,Oromia,Oromia,100
8.75436,36.42391,2023-03-25,11:21,A,MODIS,2023,3,12,7d,Oromia,Oromia,84
8.75465,35.50064,2023-03-24,10:30,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.75523,35.32434,2023-03-25,11:21,A,MODIS,2023,3,12,7d,Oromia,Oromia,88
8.75529,35.49698,2023-03-25,10:11,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.75561,36.69035,2023-03-26,11:34,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.75579,36.97194,2023-03-30,10:17,N,VIIRS,2023,3,13,24h,Oromia,Oromia,50
8.75579,36.97194,2023-03-30,10:17,N,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.75579,36.97194,2023-03-30,10:17,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.75591,36.81314,2023-03-28,10:56,N,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.75591,36.81314,2023-03-28,10:56,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.75593,36.14647,2023-03-27,11:13,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.75644,36.14669,2023-03-25,11:51,N,VIIRS,2023,3,12,7d,Oromia,Oromia,100
8.75695,35.24497,2023-03-30,10:17,N,VIIRS,2023,3,13,24h,Oromia,Oromia,50
8.75695,35.24497,2023-03-30,10:17,N,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.75695,35.24497,2023-03-30,10:17,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.75734,35.46336,2023-03-27,11:13,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.7579,35.24389,2023-03-27,11:13,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.75861,36.8982,2023-03-28,10:56,N,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.75861,36.8982,2023-03-28,10:56,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.75872,35.09655,2023-03-27,10:21,1,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.75917,36.9015,2023-03-30,10:17,N,VIIRS,2023,3,13,24h,Oromia,Oromia,50
8.75917,36.9015,2023-03-30,10:17,N,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.75917,36.9015,2023-03-30,10:17,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.7592,36.41294,2023-03-29,7:54,T,MODIS,2023,3,13,24h,Oromia,Oromia,78
8.7592,36.41294,2023-03-29,7:54,T,MODIS,2023,3,13,48h,Oromia,Oromia,78
8.7592,36.41294,2023-03-29,7:54,T,MODIS,2023,3,13,7d,Oromia,Oromia,78
8.76066,36.90244,2023-03-30,10:17,N,VIIRS,2023,3,13,24h,Oromia,Oromia,50
8.76066,36.90244,2023-03-30,10:17,N,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.76066,36.90244,2023-03-30,10:17,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.76136,36.14706,2023-03-25,11:51,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.76306,36.90546,2023-03-30,11:06,1,VIIRS,2023,3,13,24h,Oromia,Oromia,50
8.76306,36.90546,2023-03-30,11:06,1,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.76306,36.90546,2023-03-30,11:06,1,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.76337,36.03952,2023-03-24,10:30,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.76337,36.04166,2023-03-24,10:30,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.76545,36.1302,2023-03-27,11:13,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.76568,37.17121,2023-03-27,11:13,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.76598,34.57277,2023-03-24,11:19,1,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.76598,34.88226,2023-03-25,10:11,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.76666,36.13203,2023-03-27,11:13,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.76704,36.80819,2023-03-27,10:21,1,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.76722,35.42327,2023-03-23,10:49,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.76784,36.0262,2023-03-30,11:06,1,VIIRS,2023,3,13,24h,Oromia,Oromia,50
8.76784,36.0262,2023-03-30,11:06,1,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.76784,36.0262,2023-03-30,11:06,1,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.76808,36.09698,2023-03-24,10:30,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.76814,36.37957,2023-03-27,11:08,A,MODIS,2023,3,13,7d,Oromia,Oromia,56
8.76825,36.83251,2023-03-25,10:11,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.76831,35.54448,2023-03-26,11:34,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.76895,36.89525,2023-03-30,10:17,N,VIIRS,2023,3,13,24h,Oromia,Oromia,50
8.76895,36.89525,2023-03-30,10:17,N,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.76895,36.89525,2023-03-30,10:17,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.76929,36.09923,2023-03-24,10:30,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.76931,35.06115,2023-03-27,11:13,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.76934,36.85681,2023-03-26,10:43,1,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.76949,36.38027,2023-03-27,11:13,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.77187,37.20086,2023-03-24,11:19,1,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.77196,36.80712,2023-03-28,10:56,N,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.77196,36.80712,2023-03-28,10:56,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.7723,36.8198,2023-03-24,11:19,1,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.77247,37.19962,2023-03-24,11:19,1,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.7727,36.81924,2023-03-24,10:30,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.77301,35.93486,2023-03-24,10:30,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.77334,35.44003,2023-03-24,10:30,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.77376,36.01733,2023-03-30,11:06,1,VIIRS,2023,3,13,24h,Oromia,Oromia,50
8.77376,36.01733,2023-03-30,11:06,1,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.77376,36.01733,2023-03-30,11:06,1,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.77402,35.44732,2023-03-27,11:13,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.77454,36.01512,2023-03-24,11:19,1,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.7746,35.15908,2023-03-30,10:17,N,VIIRS,2023,3,13,24h,Oromia,Oromia,50
8.7746,35.15908,2023-03-30,10:17,N,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.7746,35.15908,2023-03-30,10:17,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.77527,36.80661,2023-03-28,10:56,N,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.77527,36.80661,2023-03-28,10:56,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.77623,35.25385,2023-03-24,22:14,1,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.77625,36.02032,2023-03-27,10:21,1,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.77693,35.45295,2023-03-30,10:17,N,VIIRS,2023,3,13,24h,Oromia,Oromia,50
8.77693,35.45295,2023-03-30,10:17,N,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.77693,35.45295,2023-03-30,10:17,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.777,35.24759,2023-03-24,22:14,1,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.77754,37.13543,2023-03-27,11:13,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.77758,36.88263,2023-03-30,10:17,N,VIIRS,2023,3,13,24h,Oromia,Oromia,50
8.77758,36.88263,2023-03-30,10:17,N,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.77758,36.88263,2023-03-30,10:17,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.77783,35.25274,2023-03-24,23:05,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.77816,36.40402,2023-03-25,11:21,A,MODIS,2023,3,12,7d,Oromia,Oromia,68
8.77824,36.01802,2023-03-24,10:30,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.77836,35.94602,2023-03-26,11:34,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.77844,36.44329,2023-03-27,11:13,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.77849,36.88147,2023-03-30,11:06,1,VIIRS,2023,3,13,24h,Oromia,Oromia,50
8.77849,36.88147,2023-03-30,11:06,1,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.77849,36.88147,2023-03-30,11:06,1,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.7787,35.90735,2023-03-25,10:11,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.77888,35.44405,2023-03-24,10:30,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.77911,35.909,2023-03-25,11:51,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.7792,35.09902,2023-03-27,10:21,1,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.78005,35.24924,2023-03-24,22:14,1,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.78039,34.43903,2023-03-27,11:13,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.7817,36.8752,2023-03-30,10:17,N,VIIRS,2023,3,13,24h,Oromia,Oromia,50
8.7817,36.8752,2023-03-30,10:17,N,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.7817,36.8752,2023-03-30,10:17,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.78189,37.10123,2023-03-25,11:00,1,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.78233,35.92556,2023-03-25,11:00,1,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.78259,35.92975,2023-03-30,11:06,1,VIIRS,2023,3,13,24h,Oromia,Oromia,50
8.78259,35.92975,2023-03-30,11:06,1,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.78259,35.92975,2023-03-30,11:06,1,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.78288,36.88173,2023-03-30,10:17,N,VIIRS,2023,3,13,24h,Oromia,Oromia,50
8.78288,36.88173,2023-03-30,10:17,N,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.78288,36.88173,2023-03-30,10:17,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.78294,34.43771,2023-03-27,10:21,1,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.78321,35.90646,2023-03-25,11:21,A,MODIS,2023,3,12,7d,Oromia,Oromia,73
8.78363,34.44146,2023-03-27,10:21,1,VIIRS,2023,3,13,7d,Oromia,Oromia,100
8.78392,34.43848,2023-03-27,11:13,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.78455,35.99889,2023-03-27,11:08,A,MODIS,2023,3,13,7d,Oromia,Oromia,72
8.78499,36.79575,2023-03-28,10:04,1,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.78499,36.79575,2023-03-28,10:04,1,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.78599,37.16167,2023-03-24,11:19,1,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.78648,35.45487,2023-03-25,11:00,1,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.78715,36.9052,2023-03-30,10:17,N,VIIRS,2023,3,13,24h,Oromia,Oromia,100
8.78715,36.9052,2023-03-30,10:17,N,VIIRS,2023,3,13,48h,Oromia,Oromia,100
8.78715,36.9052,2023-03-30,10:17,N,VIIRS,2023,3,13,7d,Oromia,Oromia,100
8.78719,35.99675,2023-03-27,11:13,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.78746,34.43794,2023-03-27,11:13,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.78751,34.59679,2023-03-24,23:05,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.78849,35.95928,2023-03-24,11:19,1,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.78936,36.92209,2023-03-28,10:56,N,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.78936,36.92209,2023-03-28,10:56,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.78983,36.79889,2023-03-27,10:21,1,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.79067,34.5953,2023-03-24,23:56,1,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.79073,36.9698,2023-03-27,10:21,1,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.79095,34.59719,2023-03-24,23:05,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.79104,35.9962,2023-03-27,11:13,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.79111,35.931,2023-03-24,10:30,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.79112,36.79157,2023-03-26,11:34,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.79122,34.5916,2023-03-25,11:00,1,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.79141,37.16159,2023-03-30,11:06,1,VIIRS,2023,3,13,24h,Oromia,Oromia,50
8.79141,37.16159,2023-03-30,11:06,1,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.79141,37.16159,2023-03-30,11:06,1,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.79154,34.43838,2023-03-25,11:00,1,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.79154,34.59328,2023-03-24,23:05,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.79168,36.94896,2023-03-27,11:13,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.7917,36.10822,2023-03-24,11:19,1,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.79175,34.59507,2023-03-25,11:00,1,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.79224,36.11214,2023-03-24,11:19,1,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.79247,36.9045,2023-03-30,10:17,N,VIIRS,2023,3,13,24h,Oromia,Oromia,50
8.79247,36.9045,2023-03-30,10:17,N,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.79247,36.9045,2023-03-30,10:17,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.79304,35.92988,2023-03-24,11:19,1,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.79309,37.21223,2023-03-24,11:19,1,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.79339,34.99648,2023-03-30,10:17,N,VIIRS,2023,3,13,24h,Oromia,Oromia,50
8.79339,34.99648,2023-03-30,10:17,N,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.79339,34.99648,2023-03-30,10:17,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.7938,34.43648,2023-03-25,11:21,A,MODIS,2023,3,12,7d,Oromia,Oromia,67
8.79392,35.99748,2023-03-27,11:08,A,MODIS,2023,3,13,7d,Oromia,Oromia,76
8.79427,36.10929,2023-03-24,10:30,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.79494,36.32177,2023-03-26,10:43,1,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.79557,35.92964,2023-03-24,10:30,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.79586,37.294,2023-03-27,10:21,1,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.79605,37.16154,2023-03-28,11:45,1,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.79605,37.16154,2023-03-28,11:45,1,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.79612,36.26281,2023-03-24,10:30,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.79668,34.99751,2023-03-30,11:06,1,VIIRS,2023,3,13,24h,Oromia,Oromia,50
8.79668,34.99751,2023-03-30,11:06,1,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.79668,34.99751,2023-03-30,11:06,1,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.79678,34.82288,2023-03-24,10:30,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.79701,37.21283,2023-03-24,11:19,1,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.79719,36.95874,2023-03-27,11:13,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.79764,36.25941,2023-03-24,10:30,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.79847,36.26413,2023-03-24,10:30,N,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.79856,37.29627,2023-03-24,11:19,1,VIIRS,2023,3,12,7d,Oromia,Oromia,50
8.79904,35.95247,2023-03-25,11:21,A,MODIS,2023,3,12,7d,Oromia,Oromia,85
8.79907,37.25723,2023-03-28,10:56,N,VIIRS,2023,3,13,48h,Oromia,Oromia,50
8.79907,37.25723,2023-03-28,10:56,N,VIIRS,2023,3,13,7d,Oromia,Oromia,50
8.79944,36.78357,2023-03-24,11:19,1,VIIRS,2023,3,12,7d,Oromia,Oromia,50
